suicide prevention,isPartial,date
16,False,2017-11-12
13,False,2017-11-19
16,False,2017-11-26
16,False,2017-12-03
15,False,2017-12-10
13,False,2017-12-17
9,False,2017-12-24
14,False,2017-12-31
14,False,2018-01-07
15,False,2018-01-14
15,False,2018-01-21
20,False,2018-01-28
17,False,2018-02-04
16,False,2018-02-11
16,False,2018-02-18
15,False,2018-02-25
16,False,2018-03-04
16,False,2018-03-11
15,False,2018-03-18
13,False,2018-03-25
15,False,2018-04-01
16,False,2018-04-08
16,False,2018-04-15
13,False,2018-04-22
17,False,2018-04-29
16,False,2018-05-06
15,False,2018-05-13
14,False,2018-05-20
12,False,2018-05-27
57,False,2018-06-03
25,False,2018-06-10
16,False,2018-06-17
14,False,2018-06-24
11,False,2018-07-01
14,False,2018-07-08
15,False,2018-07-15
15,False,2018-07-22
14,False,2018-07-29
16,False,2018-08-05
16,False,2018-08-12
16,False,2018-08-19
23,False,2018-08-26
35,False,2018-09-02
90,False,2018-09-09
29,False,2018-09-16
27,False,2018-09-23
22,False,2018-09-30
18,False,2018-10-07
19,False,2018-10-14
19,False,2018-10-21
18,False,2018-10-28
16,False,2018-11-04
18,False,2018-11-11
11,False,2018-11-18
18,False,2018-11-25
18,False,2018-12-02
15,False,2018-12-09
14,False,2018-12-16
9,False,2018-12-23
11,False,2018-12-30
11,False,2019-01-06
14,False,2019-01-13
14,False,2019-01-20
15,False,2019-01-27
15,False,2019-02-03
15,False,2019-02-10
21,False,2019-02-17
40,False,2019-02-24
17,False,2019-03-03
18,False,2019-03-10
17,False,2019-03-17
18,False,2019-03-24
16,False,2019-03-31
18,False,2019-04-07
14,False,2019-04-14
18,False,2019-04-21
17,False,2019-04-28
17,False,2019-05-05
18,False,2019-05-12
18,False,2019-05-19
13,False,2019-05-26
14,False,2019-06-02
13,False,2019-06-09
12,False,2019-06-16
16,False,2019-06-23
11,False,2019-06-30
12,False,2019-07-07
13,False,2019-07-14
15,False,2019-07-21
14,False,2019-07-28
15,False,2019-08-04
17,False,2019-08-11
19,False,2019-08-18
21,False,2019-08-25
35,False,2019-09-01
100,False,2019-09-08
27,False,2019-09-15
25,False,2019-09-22
25,False,2019-09-29
21,False,2019-10-06
20,False,2019-10-13
20,False,2019-10-20
19,False,2019-10-27
17,False,2019-11-03
15,False,2019-11-10
15,False,2019-11-17
11,False,2019-11-24
17,False,2019-12-01
15,False,2019-12-08
14,False,2019-12-15
10,False,2019-12-22
11,False,2019-12-29
14,False,2020-01-05
14,False,2020-01-12
17,False,2020-01-19
14,False,2020-01-26
15,False,2020-02-02
17,False,2020-02-09
17,False,2020-02-16
16,False,2020-02-23
15,False,2020-03-01
14,False,2020-03-08
10,False,2020-03-15
11,False,2020-03-22
10,False,2020-03-29
12,False,2020-04-05
11,False,2020-04-12
12,False,2020-04-19
12,False,2020-04-26
11,False,2020-05-03
11,False,2020-05-10
11,False,2020-05-17
10,False,2020-05-24
9,False,2020-05-31
11,False,2020-06-07
13,False,2020-06-14
12,False,2020-06-21
11,False,2020-06-28
12,False,2020-07-05
12,False,2020-07-12
15,False,2020-07-19
11,False,2020-07-26
13,False,2020-08-02
14,False,2020-08-09
16,False,2020-08-16
14,False,2020-08-23
55,False,2020-08-30
94,False,2020-09-06
41,True,2020-09-13
