suicide -squad,isPartial,date
39,False,2019-02-24
36,False,2019-03-03
32,False,2019-03-10
28,False,2019-03-17
35,False,2019-03-24
27,False,2019-03-31
34,False,2019-04-07
28,False,2019-04-14
33,False,2019-04-21
31,False,2019-04-28
33,False,2019-05-05
25,False,2019-05-12
29,False,2019-05-19
27,False,2019-05-26
23,False,2019-06-02
24,False,2019-06-09
30,False,2019-06-16
32,False,2019-06-23
22,False,2019-06-30
33,False,2019-07-07
31,False,2019-07-14
34,False,2019-07-21
30,False,2019-07-28
29,False,2019-08-04
38,False,2019-08-11
27,False,2019-08-18
21,False,2019-08-25
31,False,2019-09-01
45,False,2019-09-08
38,False,2019-09-15
25,False,2019-09-22
29,False,2019-09-29
26,False,2019-10-06
29,False,2019-10-13
29,False,2019-10-20
29,False,2019-10-27
25,False,2019-11-03
22,False,2019-11-10
33,False,2019-11-17
32,False,2019-11-24
26,False,2019-12-01
24,False,2019-12-08
21,False,2019-12-15
23,False,2019-12-22
25,False,2019-12-29
22,False,2020-01-05
27,False,2020-01-12
27,False,2020-01-19
26,False,2020-01-26
31,False,2020-02-02
24,False,2020-02-09
29,False,2020-02-16
29,False,2020-02-23
30,False,2020-03-01
27,False,2020-03-08
17,False,2020-03-15
22,False,2020-03-22
22,False,2020-03-29
26,False,2020-04-05
21,False,2020-04-12
21,False,2020-04-19
29,False,2020-04-26
27,False,2020-05-03
20,False,2020-05-10
24,False,2020-05-17
25,False,2020-05-24
25,False,2020-05-31
20,False,2020-06-07
27,False,2020-06-14
26,False,2020-06-21
27,False,2020-06-28
27,False,2020-07-05
27,False,2020-07-12
27,False,2020-07-19
22,False,2020-07-26
26,False,2020-08-02
22,False,2020-08-09
20,False,2020-08-16
20,False,2020-08-23
27,False,2020-08-30
57,False,2020-09-06
29,True,2020-09-13
